
load saved data
load saved data
TRAIN [  71/10000] Loss: 0.3750 (0.5766) Acc: 73.063% LR: 7.100e-07 Time: 0.187s,   42.83/s (0.206s,   38.77/s) Data: 0.002 (0.014)
TRAIN [  72/10000] Loss: 0.5747 (0.5766) Acc: 72.917% LR: 7.200e-07 Time: 0.186s,   42.96/s (0.206s,   38.82/s) Data: 0.002 (0.014)
TRAIN [  73/10000] Loss: 0.6447 (0.5775) Acc: 72.945% LR: 7.300e-07 Time: 0.185s,   43.17/s (0.206s,   38.88/s) Data: 0.002 (0.014)
TRAIN [  74/10000] Loss: 0.6432 (0.5784) Acc: 72.804% LR: 7.400e-07 Time: 0.189s,   42.38/s (0.206s,   38.92/s) Data: 0.002 (0.014)
TRAIN [  75/10000] Loss: 0.4218 (0.5763) Acc: 73.000% LR: 7.500e-07 Time: 0.188s,   42.45/s (0.205s,   38.96/s) Data: 0.002 (0.014)
TRAIN [  76/10000] Loss: 0.4590 (0.5748) Acc: 73.191% LR: 7.600e-07 Time: 0.203s,   39.31/s (0.205s,   38.97/s) Data: 0.003 (0.013)
TRAIN [  77/10000] Loss: 0.3329 (0.5716) Acc: 73.539% LR: 7.700e-07 Time: 0.186s,   43.02/s (0.205s,   39.02/s) Data: 0.002 (0.013)
TRAIN [  78/10000] Loss: 0.7055 (0.5734) Acc: 73.397% LR: 7.800e-07 Time: 0.266s,   30.10/s (0.206s,   38.87/s) Data: 0.002 (0.013)
TRAIN [  79/10000] Loss: 0.5232 (0.5727) Acc: 73.418% LR: 7.900e-07 Time: 0.186s,   43.02/s (0.206s,   38.92/s) Data: 0.002 (0.013)
TRAIN [  80/10000] Loss: 0.4166 (0.5708) Acc: 73.594% LR: 8.000e-07 Time: 0.185s,   43.19/s (0.205s,   38.96/s) Data: 0.002 (0.013)
TRAIN [  81/10000] Loss: 0.4871 (0.5697) Acc: 73.765% LR: 8.100e-07 Time: 0.185s,   43.17/s (0.205s,   39.01/s) Data: 0.002 (0.013)
TRAIN [  82/10000] Loss: 0.6612 (0.5709) Acc: 73.628% LR: 8.200e-07 Time: 0.185s,   43.17/s (0.205s,   39.06/s) Data: 0.002 (0.013)
TRAIN [  83/10000] Loss: 0.5011 (0.5700) Acc: 73.795% LR: 8.300e-07 Time: 0.185s,   43.19/s (0.205s,   39.10/s) Data: 0.002 (0.012)
TRAIN [  84/10000] Loss: 0.4243 (0.5683) Acc: 74.107% LR: 8.400e-07 Time: 0.186s,   43.08/s (0.204s,   39.15/s) Data: 0.002 (0.012)
TRAIN [  85/10000] Loss: 0.5868 (0.5685) Acc: 74.118% LR: 8.500e-07 Time: 0.186s,   42.96/s (0.204s,   39.19/s) Data: 0.002 (0.012)
TRAIN [  86/10000] Loss: 0.3989 (0.5665) Acc: 74.273% LR: 8.600e-07 Time: 0.186s,   42.98/s (0.204s,   39.23/s) Data: 0.002 (0.012)
TRAIN [  87/10000] Loss: 0.4859 (0.5656) Acc: 74.425% LR: 8.700e-07 Time: 0.186s,   42.90/s (0.204s,   39.26/s) Data: 0.002 (0.012)
TRAIN [  88/10000] Loss: 0.5270 (0.5652) Acc: 74.290% LR: 8.800e-07 Time: 0.185s,   43.25/s (0.204s,   39.31/s) Data: 0.002 (0.012)
TRAIN [  89/10000] Loss: 0.4899 (0.5643) Acc: 74.298% LR: 8.900e-07 Time: 0.187s,   42.79/s (0.203s,   39.34/s) Data: 0.002 (0.012)
TRAIN [  90/10000] Loss: 0.4741 (0.5633) Acc: 74.444% LR: 9.000e-07 Time: 0.187s,   42.83/s (0.203s,   39.38/s) Data: 0.002 (0.012)
TRAIN [  91/10000] Loss: 0.5224 (0.5629) Acc: 74.451% LR: 9.100e-07 Time: 0.189s,   42.40/s (0.203s,   39.41/s) Data: 0.002 (0.012)
TRAIN [  92/10000] Loss: 0.4340 (0.5615) Acc: 74.592% LR: 9.200e-07 Time: 0.185s,   43.19/s (0.203s,   39.45/s) Data: 0.002 (0.011)
TRAIN [  93/10000] Loss: 0.3843 (0.5596) Acc: 74.866% LR: 9.300e-07 Time: 0.187s,   42.89/s (0.203s,   39.48/s) Data: 0.002 (0.011)
TRAIN [  94/10000] Loss: 0.6416 (0.5604) Acc: 74.734% LR: 9.400e-07 Time: 0.185s,   43.26/s (0.202s,   39.52/s) Data: 0.002 (0.011)
TRAIN [  95/10000] Loss: 0.5451 (0.5603) Acc: 74.737% LR: 9.500e-07 Time: 0.185s,   43.14/s (0.202s,   39.55/s) Data: 0.002 (0.011)
TRAIN [  96/10000] Loss: 0.4651 (0.5593) Acc: 74.870% LR: 9.600e-07 Time: 0.187s,   42.83/s (0.202s,   39.58/s) Data: 0.002 (0.011)
TRAIN [  97/10000] Loss: 0.4089 (0.5577) Acc: 75.000% LR: 9.700e-07 Time: 0.186s,   43.04/s (0.202s,   39.62/s) Data: 0.002 (0.011)
TRAIN [  98/10000] Loss: 0.3428 (0.5555) Acc: 75.255% LR: 9.800e-07 Time: 0.186s,   43.08/s (0.202s,   39.65/s) Data: 0.002 (0.011)
TRAIN [  99/10000] Loss: 0.3500 (0.5535) Acc: 75.505% LR: 9.900e-07 Time: 0.188s,   42.57/s (0.202s,   39.68/s) Data: 0.002 (0.011)
TRAIN [ 100/10000] Loss: 0.4441 (0.5524) Acc: 75.625% LR: 1.000e-06 Time: 0.190s,   42.18/s (0.202s,   39.70/s) Data: 0.002 (0.011)
TRAIN [ 101/10000] Loss: 0.6004 (0.5528) Acc: 75.495% LR: 1.010e-06 Time: 0.188s,   42.60/s (0.201s,   39.73/s) Data: 0.003 (0.011)
TRAIN [ 102/10000] Loss: 0.5671 (0.5530) Acc: 75.490% LR: 1.020e-06 Time: 0.187s,   42.68/s (0.201s,   39.75/s) Data: 0.002 (0.011)
TRAIN [ 103/10000] Loss: 0.4043 (0.5515) Acc: 75.607% LR: 1.030e-06 Time: 0.186s,   42.90/s (0.201s,   39.78/s) Data: 0.002 (0.010)
TRAIN [ 104/10000] Loss: 0.4300 (0.5504) Acc: 75.721% LR: 1.040e-06 Time: 0.186s,   43.09/s (0.201s,   39.81/s) Data: 0.002 (0.010)
TRAIN [ 105/10000] Loss: 0.2956 (0.5479) Acc: 75.952% LR: 1.050e-06 Time: 0.186s,   42.96/s (0.201s,   39.84/s) Data: 0.002 (0.010)
TRAIN [ 106/10000] Loss: 0.4955 (0.5474) Acc: 76.061% LR: 1.060e-06 Time: 0.186s,   43.03/s (0.201s,   39.87/s) Data: 0.002 (0.010)
TRAIN [ 107/10000] Loss: 0.5961 (0.5479) Acc: 75.935% LR: 1.070e-06 Time: 0.186s,   43.08/s (0.201s,   39.89/s) Data: 0.002 (0.010)
TRAIN [ 108/10000] Loss: 0.3315 (0.5459) Acc: 76.157% LR: 1.080e-06 Time: 0.189s,   42.42/s (0.200s,   39.92/s) Data: 0.005 (0.010)
TRAIN [ 109/10000] Loss: 0.4840 (0.5453) Acc: 76.261% LR: 1.090e-06 Time: 0.186s,   43.11/s (0.200s,   39.94/s) Data: 0.002 (0.010)
TRAIN [ 110/10000] Loss: 0.3258 (0.5433) Acc: 76.477% LR: 1.100e-06 Time: 0.186s,   42.99/s (0.200s,   39.97/s) Data: 0.002 (0.010)
TRAIN [ 111/10000] Loss: 0.4226 (0.5422) Acc: 76.577% LR: 1.110e-06 Time: 0.187s,   42.77/s (0.200s,   39.99/s) Data: 0.002 (0.010)
TRAIN [ 112/10000] Loss: 0.5310 (0.5421) Acc: 76.562% LR: 1.120e-06 Time: 0.187s,   42.69/s (0.200s,   40.02/s) Data: 0.002 (0.010)
TRAIN [ 113/10000] Loss: 0.7095 (0.5436) Acc: 76.438% LR: 1.130e-06 Time: 0.186s,   43.08/s (0.200s,   40.04/s) Data: 0.002 (0.010)
TRAIN [ 114/10000] Loss: 0.6935 (0.5449) Acc: 76.316% LR: 1.140e-06 Time: 0.186s,   43.11/s (0.200s,   40.07/s) Data: 0.002 (0.010)
TRAIN [ 115/10000] Loss: 0.5682 (0.5451) Acc: 76.304% LR: 1.150e-06 Time: 0.187s,   42.80/s (0.200s,   40.09/s) Data: 0.002 (0.010)
TRAIN [ 116/10000] Loss: 0.4000 (0.5439) Acc: 76.401% LR: 1.160e-06 Time: 0.187s,   42.74/s (0.199s,   40.11/s) Data: 0.002 (0.010)
TRAIN [ 117/10000] Loss: 0.3299 (0.5421) Acc: 76.603% LR: 1.170e-06 Time: 0.188s,   42.56/s (0.199s,   40.13/s) Data: 0.002 (0.010)
TRAIN [ 118/10000] Loss: 0.4554 (0.5413) Acc: 76.695% LR: 1.180e-06 Time: 0.187s,   42.89/s (0.199s,   40.15/s) Data: 0.002 (0.009)
TRAIN [ 119/10000] Loss: 0.6253 (0.5420) Acc: 76.576% LR: 1.190e-06 Time: 0.187s,   42.85/s (0.199s,   40.17/s) Data: 0.002 (0.009)
TRAIN [ 120/10000] Loss: 0.4641 (0.5414) Acc: 76.667% LR: 1.200e-06 Time: 0.188s,   42.56/s (0.199s,   40.19/s) Data: 0.002 (0.009)
TRAIN [ 121/10000] Loss: 0.5793 (0.5417) Acc: 76.653% LR: 1.210e-06 Time: 0.186s,   42.96/s (0.199s,   40.21/s) Data: 0.002 (0.009)
TRAIN [ 122/10000] Loss: 0.4385 (0.5409) Acc: 76.742% LR: 1.220e-06 Time: 0.187s,   42.79/s (0.199s,   40.23/s) Data: 0.002 (0.009)
TRAIN [ 123/10000] Loss: 0.3140 (0.5390) Acc: 76.931% LR: 1.230e-06 Time: 0.187s,   42.86/s (0.199s,   40.25/s) Data: 0.002 (0.009)
TRAIN [ 124/10000] Loss: 0.5373 (0.5390) Acc: 76.915% LR: 1.240e-06 Time: 0.187s,   42.76/s (0.199s,   40.27/s) Data: 0.002 (0.009)
TRAIN [ 125/10000] Loss: 0.3189 (0.5372) Acc: 77.100% LR: 1.250e-06 Time: 0.186s,   42.93/s (0.199s,   40.29/s) Data: 0.002 (0.009)
TRAIN [ 126/10000] Loss: 0.5348 (0.5372) Acc: 77.083% LR: 1.260e-06 Time: 0.187s,   42.80/s (0.198s,   40.31/s) Data: 0.002 (0.009)
TRAIN [ 127/10000] Loss: 0.5893 (0.5376) Acc: 77.067% LR: 1.270e-06 Time: 0.188s,   42.48/s (0.198s,   40.33/s) Data: 0.002 (0.009)
TRAIN [ 128/10000] Loss: 0.4448 (0.5369) Acc: 77.148% LR: 1.280e-06 Time: 0.188s,   42.66/s (0.198s,   40.34/s) Data: 0.002 (0.009)
TRAIN [ 129/10000] Loss: 0.7074 (0.5382) Acc: 76.938% LR: 1.290e-06 Time: 0.196s,   40.83/s (0.198s,   40.35/s) Data: 0.002 (0.009)
TRAIN [ 130/10000] Loss: 0.2881 (0.5363) Acc: 77.115% LR: 1.300e-06 Time: 0.186s,   42.96/s (0.198s,   40.37/s) Data: 0.002 (0.009)
TRAIN [ 131/10000] Loss: 0.4293 (0.5355) Acc: 77.195% LR: 1.310e-06 Time: 0.187s,   42.88/s (0.198s,   40.38/s) Data: 0.002 (0.009)
TRAIN [ 132/10000] Loss: 0.3463 (0.5340) Acc: 77.367% LR: 1.320e-06 Time: 0.186s,   42.98/s (0.198s,   40.40/s) Data: 0.002 (0.009)
TRAIN [ 133/10000] Loss: 0.3834 (0.5329) Acc: 77.444% LR: 1.330e-06 Time: 0.187s,   42.83/s (0.198s,   40.42/s) Data: 0.002 (0.009)
TRAIN [ 134/10000] Loss: 0.7015 (0.5342) Acc: 77.239% LR: 1.340e-06 Time: 0.187s,   42.80/s (0.198s,   40.44/s) Data: 0.002 (0.009)
TRAIN [ 135/10000] Loss: 0.4826 (0.5338) Acc: 77.315% LR: 1.350e-06 Time: 0.187s,   42.79/s (0.198s,   40.45/s) Data: 0.002 (0.009)
TRAIN [ 136/10000] Loss: 0.2900 (0.5320) Acc: 77.482% LR: 1.360e-06 Time: 0.187s,   42.79/s (0.198s,   40.47/s) Data: 0.002 (0.009)
TRAIN [ 137/10000] Loss: 0.4178 (0.5312) Acc: 77.555% LR: 1.370e-06 Time: 0.187s,   42.86/s (0.198s,   40.49/s) Data: 0.002 (0.008)
TRAIN [ 138/10000] Loss: 0.2697 (0.5293) Acc: 77.717% LR: 1.380e-06 Time: 0.187s,   42.77/s (0.198s,   40.50/s) Data: 0.002 (0.008)
TRAIN [ 139/10000] Loss: 0.6396 (0.5301) Acc: 77.608% LR: 1.390e-06 Time: 0.187s,   42.87/s (0.197s,   40.52/s) Data: 0.002 (0.008)
TRAIN [ 140/10000] Loss: 0.4740 (0.5297) Acc: 77.679% LR: 1.400e-06 Time: 0.187s,   42.89/s (0.197s,   40.53/s) Data: 0.002 (0.008)
TRAIN [ 141/10000] Loss: 0.4384 (0.5290) Acc: 77.748% LR: 1.410e-06 Time: 0.187s,   42.88/s (0.197s,   40.55/s) Data: 0.002 (0.008)
TRAIN [ 142/10000] Loss: 0.4886 (0.5287) Acc: 77.729% LR: 1.420e-06 Time: 0.186s,   43.00/s (0.197s,   40.57/s) Data: 0.002 (0.008)
TRAIN [ 143/10000] Loss: 0.4903 (0.5285) Acc: 77.710% LR: 1.430e-06 Time: 0.186s,   42.97/s (0.197s,   40.58/s) Data: 0.002 (0.008)
TRAIN [ 144/10000] Loss: 0.6652 (0.5294) Acc: 77.604% LR: 1.440e-06 Time: 0.192s,   41.68/s (0.197s,   40.59/s) Data: 0.002 (0.008)
TRAIN [ 145/10000] Loss: 0.4284 (0.5287) Acc: 77.672% LR: 1.450e-06 Time: 0.187s,   42.89/s (0.197s,   40.60/s) Data: 0.002 (0.008)
TRAIN [ 146/10000] Loss: 0.2519 (0.5268) Acc: 77.825% LR: 1.460e-06 Time: 0.187s,   42.85/s (0.197s,   40.62/s) Data: 0.002 (0.008)
TRAIN [ 147/10000] Loss: 0.2880 (0.5252) Acc: 77.976% LR: 1.470e-06 Time: 0.188s,   42.65/s (0.197s,   40.63/s) Data: 0.002 (0.008)
TRAIN [ 148/10000] Loss: 0.2651 (0.5234) Acc: 78.125% LR: 1.480e-06 Time: 0.188s,   42.63/s (0.197s,   40.65/s) Data: 0.002 (0.008)
TRAIN [ 149/10000] Loss: 0.5427 (0.5236) Acc: 78.104% LR: 1.490e-06 Time: 0.188s,   42.50/s (0.197s,   40.66/s) Data: 0.003 (0.008)
TRAIN [ 150/10000] Loss: 0.5516 (0.5238) Acc: 78.083% LR: 1.500e-06 Time: 0.189s,   42.24/s (0.197s,   40.67/s) Data: 0.002 (0.008)
TRAIN [ 151/10000] Loss: 0.5271 (0.5238) Acc: 78.063% LR: 1.510e-06 Time: 0.187s,   42.72/s (0.197s,   40.68/s) Data: 0.003 (0.008)
TRAIN [ 152/10000] Loss: 0.4471 (0.5233) Acc: 78.125% LR: 1.520e-06 Time: 0.187s,   42.83/s (0.197s,   40.69/s) Data: 0.002 (0.008)
TRAIN [ 153/10000] Loss: 0.2717 (0.5216) Acc: 78.268% LR: 1.530e-06 Time: 0.187s,   42.67/s (0.197s,   40.71/s) Data: 0.002 (0.008)
TRAIN [ 154/10000] Loss: 0.4062 (0.5209) Acc: 78.328% LR: 1.540e-06 Time: 0.187s,   42.75/s (0.196s,   40.72/s) Data: 0.002 (0.008)
